women_age,region,residence,v106,religion,ethnicity,no_of_H_members,v137,v150,v151,age_H_head,v157,v158,v159,wealth_Index,total_children_ever_born,currently_pregnant,No_of_living_children,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,number_of_other_wives,marital_duration,v613,v621,husband_education,husbands_occupation,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,husband_drinks_alcohol,d121,wife_afraid_hasband,ipv
3,5,1,1,2,16,6,1,2,1,33,0,2,2,4,3,0,3, ,11,0,0,0,0,1,2,1,0,16,4,1,1,88,0,0,33,1,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,5,1,3,2,6,3,1,2,1,31,0,2,0,4,1,1,1,1,0,0,0,0,0,1,1,1,0,23,2,1,3,88,1,25,30,2,2,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,1
5,5,1,3,1,6,5,1,2,1,46,2,2,2,5,4,0,3, ,3,0,0,0,0,1,1,1,1,23,4,1,1,82,1,25,46,2,2,1,2,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0
5,5,1,1,2,6,5,1,1,2,36,0,0,0,1,5,0,4, ,1,0,0,0,0,1,1,2,0,21,4,1,1,91,1,91,43,1,2,4,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,1,1,0,0
2,5,1,1,3,96,3,0,1,2,25,0,2,2,4,2,1,2,1,0,0,0,0,0,1,1,1,0,17,6,3,1,88,1,52,30,4,4,4,4,1,1,1,0,0,2,2,1,1,0,1,1,1,0,1,0,1,1,0
3,5,1,3,2,6,2,1,1,2,26,2,0,2,3,1,0,1, ,3,0,0,0,0,1,1,2,0,22,3,2,3, ,1,28,28,4,1,1,4,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1
3,5,1,3,1,5,3,1,1,2,26,2,2,2,5,1,1,1,1,0,0,0,0,0,1,1,2,0,23,4,1,3,36,1,37,32,4,4,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
2,5,1,1,2,6,3,1,2,1,26,2,2,0,3,1,0,1, ,3,0,0,0,0,1,2,1,0,20,2,1,1,88,0,0,26,2,2,2,2,0,0,1,0,0,2,2,1,1,0,1,1,0,0,0,0,1,2,2
4,5,1,2,2,4,4,0,2,1,37,0,2,2,5,2,0,2, ,11,0,0,0,0,1,2,1,0,21,3,1,2,36,0,0,37,1,2,4,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
6,5,1,0,1,96,1,0,1,2,42,0,1,0,4,1,0,1, ,0,0,0,0,0,1,4, , ,18,1, ,2,88,1,52, , , , , ,0,0,0,0,0,1,1,1, ,0,0,0,0,0,0,1,1,2,3
5,5,1,1,2,6,6,1,2,1,48,0,2,0,4,1,0,0, ,0,0,0,0,0,1,1,1,0,21,4,3,1,88,1,91,48,1,1,2,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,4
6,5,1,1,1,6,4,0,2,1,40,0,2,2,4,4,0,4, ,3,0,0,0,0,1,1,1,1,18,7,8,1,36,1,51,40,4,2,2,2,1,1,1,1,0,2,2,1,0,0,1,1,1,0,0,1,1,2,2
3,5,1,1,1,4,3,0,2,1,20,0,2,0,2,2,0,2, ,3,0,0,0,0,1,2,1,0,19,3,8,8,91,1,91,22,1,1,1,4,0,8,1,0,8,0,0,1,1,0,0,1,1,1,1,0,0,0,2
7,5,2,1,2,4,2,1,1,2,46,1,2,0,4,5,0,5, ,6,0,0,0,0,1,1,2,0,16,5, ,2,61,1,61,50,2,2,2,2,1,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,1,0,2
3,5,2,1,2,7,5,2,2,1,30,0,2,2,5,3,0,3, ,0,0,0,0,0,1,2,2,0,19,5,3,1,91,1,51,30,4,4,2,4,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,8,2,0
2,5,2,1,2,6,3,1,2,1,30,0,2,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,21,3,1,1,92,1,92,30,4,1,4,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,2,3
7,5,2,3,2,6,4,0,1,2,45,0,2,0,4,3,0,3, ,3,0,0,0,0,1,3, , ,26,3, ,3,61,1,37, , , , , ,0,0,0,0,0,1,1,1, ,0,0,0,0,0,0,1,0,0,0
6,5,2,2,2,6,5,0,1,2,43,0,2,0,3,8,0,8, ,1,0,0,0,0,1,1,2,0,17,3,2,2,71,0,0,46,2,2,2,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
7,5,2,1,2,6,6,1,1,2,45,0,2,0,2,5,0,5, ,0,0,0,0,0,1,3, , ,25,5, ,2,91,1,61, , , , , ,0,1,1,1,1,1,1,1, ,0,1,1,1,1,1,1,1,2,3
4,5,2,1,2,6,7,3,1,2,31,0,2,0,2,8,0,8, ,0,0,0,0,0,1,2,2,98,19,8,3,2,61,1,61,39,4,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2
3,5,2,1,1,6,5,1,2,1,29,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,16,4,3,1,88,1,92,29,4,4,1,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1,5,2,1,1,2,3,1,2,1,27,0,2,0,3,1,0,1, ,0,0,0,0,0,1,2,1,0,18,1,8,1,91,0,0,27,4,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
5,5,2,1,2,4,5,0,1,2,35,0,2,0,3,4,0,4, ,0,0,0,0,0,1,2,2,0,19,4,1,2,71,1,61,47,4,1,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0,3
7,5,2,1,2,4,5,2,1,2,48,0,2,0,3,5,0,5, ,3,0,0,0,0,1,3, , ,20,6, ,1,75,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,8,0,0
5,5,2,1,1,4,6,1,2,1,42,0,2,2,5,3,0,3, ,3,0,0,0,0,1,1,1,0,19,4,1,2,88,0,91,42,1,2,2,2,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,2,1
2,5,1,2,2,2,6,3,2,1,25,0,2,0,2,2,0,2, ,3,0,0,0,0,1,2,1,0,18,3,1,1,81,1,35,25,2,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3,5,1,2,2,6,2,0,2,1,30,2,0,2,5,1,1,0,1,0,0,0,0,0,1,1,1,0,24,4,1,1, ,1,91,30,4,2,2,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0
2,5,1,2,2,6,4,1,1,2,23,0,2,2,4,1,0,1, ,8,0,0,0,0,1,1,1,0,20,2,3,1,93,1,52,30,4,2,4,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4,5,2,2,2,6,4,2,1,2,34,0,0,0,3,5,0,4, ,0,0,0,0,0,1,1,2,0,20,3,1,2,71,0,61,45,2,4,4,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,1,1,8,0,2
2,5,2,2,2,4,4,1,2,1,26,0,0,2,5,1,0,1, ,5,0,0,0,0,1,2,1,0,16,2,1,3,36,0,0,26,4,1,4,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0
2,5,2,1,2,2,5,1,2,1,42,1,2,0,4,2,0,2, ,3,0,0,0,0,1,2,1,1,18,2,1,2,91,0,0,42,2,4,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5,5,2,1,2,2,7,1,2,1,47,0,2,0,2,6,0,6, ,3,0,0,0,0,1,1,1,0,14,2,2,2,61,1,61,47,1,4,1,4,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,4
4,5,2,1,2,2,5,1,2,1,31,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,20,5,3,1,92,1,91,32,2,2,2,2,1,1,1,1,0,2,2,1,1,0,1,0,0,0,0,1,1,0,0
2,5,2,2,2,2,3,1,2,1,27,1,2,1,2,1,0,1, ,3,0,0,0,0,1,2,1,0,21,3,1,2,88,1,35,27,2,2,2,2,0,1,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0
5,5,2,2,2,2,9,2,2,1,42,0,2,0,4,7,0,7, ,11,0,0,0,0,1,1,1,0,18,3,8,1,61,0,0,42,2,2,2,2,0,1,0,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1
7,5,2,2,2,2,9,0,1,2,45,0,1,0,2,8,0,8, ,0,0,0,0,0,1,5, , ,21,96, ,1,92,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,1,1,2
5,5,2,1,2,2,5,0,1,2,35,2,2,1,4,4,0,4, ,11,0,0,0,0,1,3, , ,17,4, ,2,36,1,61, , , , , ,1,0,1,1,0,1,1,1, ,0,1,0,0,0,1,0,1,0,0
6,5,2,1,2,2,5,0,1,2,40,0,2,1,4,5,0,4, ,6,0,0,0,0,1,5, , ,19,6, ,2,35,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,1,1,1,1,2,0
6,5,2,2,2,6,4,0,1,2,42,0,2,0,3,5,0,4, ,3,0,0,0,0,1,1,2,0,19,4,1,1,71,1,91,44,1,4,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,8,0,1
3,5,2,2,2,5,2,1,1,2,26,0,2,0,2,1,0,1, ,1,0,0,0,0,1,1,2,0,16,2,1,2,91,0,0,30,4,2,4,4,1,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,1,0,1
5,5,2,1,1,2,5,1,1,2,37,0,1,0,1,5,0,5, ,3,0,0,0,0,1,2,2,0,20,2,1,2,91,0,0,40,2,2,2,2,0,0,1,0,0,2,2,0,0,0,1,0,1,0,1,0,1,0,0
4,5,2,2,1,2,6,1,2,1,36,0,0,0,2,2,1,2,2,0,0,0,0,0,1,2,1,1,24,4,8,1,91,0,0,36,4,4,2,4,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0
4,5,2,1,2,6,4,0,2,1,35,0,0,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,24,4,8,1,61,1,61,35,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2
5,5,2,1,2,2,7,1,2,1,41,0,2,0,2,7,0,6, ,0,0,0,0,0,1,2,2,0,18,8,1,1,61,1,61,41,2,1,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,2,1
3,5,2,1,2,6,6,1,2,1,31,0,2,2,4,3,0,3, ,3,0,0,0,0,1,1,1,0,16,2,2,1,88,1,52,31,2,2,2,2,1,1,1,0,0,2,2,1,1,0,1,0,0,0,0,1,1,0,2
7,5,2,1,2,6,4,0,1,2,40,0,1,0,3,9,0,7, ,6,0,0,0,0,1,3, , ,19,6, ,1,61,1,91, , , , , ,1,1,1,0,1,0,0,1, ,0,1,1,1,0,1,1,1,2,4
1,5,2,1,2,6,4,2,2,1,28,0,2,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,17,3,1,1,72,0,0,28,1,1,4,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5,5,2,1,1,6,8,2,2,1,49,0,0,0,4,5,0,5, ,3,0,0,0,0,1,1,1,0,15,4,1,2,24,1,71,47,2,2,2,2,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
5,5,2,2,2,3,4,0,1,2,37,0,2,2,3,3,0,3, ,1,0,0,0,0,1,1,2,0,22,2,1,1,91,0,61,39,1,4,1,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2,5,2,1,2,6,3,2,1,2,22,0,2,0,1,2,0,2, ,3,0,0,0,0,1,5, , ,18,3, ,2,61,1,53, , , , , ,1,1,0,0,0,0,0,1, ,0,1,1,1,0,1,0,1,0,2
6,5,2,1,2,6,6,1,1,2,40,2,2,0,3,5,0,5, ,0,0,0,0,0,1,5, , ,15,4, ,2,37,1,92, , , , , ,0,0,0,0,0,1,1,1, ,0,1,1,0,1,1,1,1,1,3
5,5,2,1,2,6,2,0,1,2,36,0,2,0,3,3,0,3, ,5,0,0,0,0,1,4, , ,14,4, ,2,76,1,61, , , , , ,1,1,1,1,0,1,1,1, ,0,1,1,0,0,1,0,8,1,0
3,5,2,2,2,2,5,0,2,1,52,0,2,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,13,2,2,1,91,1,92,52,4,1,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
6,5,2,1,2,6,12,3,2,1,50,0,2,0,3,11,0,9, ,0,0,0,0,0,1,1,2,0,19,5,8,2,71,1,91,52,4,4,4,4,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
5,5,2,1,1,6,6,1,1,2,39,0,2,0,1,7,0,6, ,8,0,0,0,0,1,2,2,0,17,7,1,1,77,0,0,45,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,2,0
7,5,2,0,1,6,7,0,2,1,56,0,0,0,3,12,0,8, ,0,0,0,0,0,1,1,1,0,16,6,2,1,61,1,61,56,1,1,1,4,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,2,2
2,5,2,1,2,3,5,1,2,1,30,0,2,0,2,3,0,3, ,3,0,0,0,0,1,2,1,0,15,5,1,1,61,0,0,30,1,1,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,2
4,5,2,2,2,21,7,2,1,2,34,0,2,0,4,6,0,6, ,0,0,0,0,0,1,2,2,1,19,5,1,3,25,0,0,38,1,1,1,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0
3,5,2,1,1,13,5,2,2,1,28,0,2,2,4,4,0,2, ,0,0,0,0,0,1,2,1,0,21,4,8,2,51,1,51,28,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,2
4,5,2,1,2,6,6,1,2,1,49,0,1,0,2,4,0,4, ,5,0,0,0,0,1,1,1,0,15,96,8,1,91,1,91,49,4,4,4,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0
3,5,2,1,2,6,4,0,2,1,33,0,2,0,3,2,0,2, ,3,0,0,0,0,1,1,1,0,17,2,1,1,88,1,91,33,4,4,2,4,0,1,1,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0,0
7,5,2,1,1,2,8,0,2,1,55,0,2,0,2,11,0,10, ,6,0,0,0,0,1,1,1,0,13,96, ,1,61,1,61,55,4,2,4,2,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0
3,5,2,1,2,6,5,2,2,1,29,0,2,0,2,3,0,3, ,8,0,0,0,0,1,2,1,0,22,4,1,1,61,0,0,31,2,1,1,2,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
3,5,2,0,2,13,6,2,2,1,34,0,2,0,3,4,0,4, ,1,0,0,0,0,1,2,1,0,20,6,1,1,61,0,0,34,2,2,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0
5,5,2,2,2,6,4,2,1,2,38,0,2,0,3,9,0,9, ,8,0,0,0,0,1,2,2,0,19,6,1,3,61,0,0,44,2,2,4,2,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1
4,5,1,2,2,6,3,1,1,2,32,0,2,0,3,4,0,2, ,1,0,0,0,0,1,1,2,0,19,2,1,2,91,1,63,37,1,4,1,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,1,0,8,2,2
4,5,1,1,2,6,5,0,2,1,41,0,0,0,2,5,0,4, ,3,0,0,0,0,1,1,1,0,16,4,1,1,93,1,61,41,1,1,1,4,1,1,1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,2
4,5,1,1,2,6,5,2,1,2,33,0,1,0,2,7,0,5, ,8,0,0,0,0,1,1,2,0,18,2,1,1,29,1,61,42,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,1,0,0
5,5,1,1,2,6,6,1,2,1,37,1,2,0,3,7,0,5, ,1,0,0,0,0,1,2,1,0,15,4,2,1,91,1,75,37,2,2,4,4,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,1,0,2,0
2,5,2,1,2,2,3,1,2,1,39,0,0,0,1,2,0,1, ,0,0,0,0,0,1,1,1,0,17,3,1,1,92,0,0,39,4,4,4,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,2,1
2,5,2,1,2,2,4,1,3,2,62,0,2,1,1,1,0,1, ,0,0,0,0,0,1,5, , ,20,5, ,1,61,1,61, , , , , ,1,1,0,0,0,0,0,1, ,0,0,0,0,0,0,0,1,0,0
7,5,2,1,4,2,6,0,1,2,46,0,0,0,1,6,0,5, ,0,0,0,0,0,0,3, , ,19,96, ,1,61,1,61, , , , , ,1,1,0,0,0,1,1,0, ,0,1,1,0,0,1,1,1,2,0
3,5,2,1,1,2,6,3,2,1,28,0,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,15,4,1,1,61,0,0,28,2,2,2,4,0,1,0,0,0,2,2,1,1,0,1,0,1,0,1,1,0,2,0
3,5,1,2,2,2,3,1,1,2,26,0,2,2,4,2,0,2, ,3,0,0,0,0,1,1,2,0,20,2,1,2,24,1,61,32,1,4,4,4,0,1,1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
5,5,1,3,2,2,10,2,10,2,36,1,1,2,5,1,0,1, ,0,0,0,0,0,1,2,2,0,34,4,1,3,25,1,25,36,1,2,2,1,1,1,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0
3,5,1,2,2,2,3,1,2,1,31,1,2,2,5,2,0,2, ,1,0,0,0,0,1,1,1,0,19,3,1,2,35,0,0,31,2,2,4,2,0,0,0,0,0,2,2,1,1,0,1,0,1,0,1,0,1,2,0
4,5,1,2,2,2,4,1,1,2,31,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,2,0,22,3,1,2,36,0,0,34,2,2,2,2,0,1,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,2,0
3,5,1,1,2,2,5,1,2,1,30,1,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,1,21,4,1,2,75,0,0,30,4,2,2,2,1,0,0,0,0,3,3,1,1,0,1,1,1,0,1,0,1,2,1
2,5,1,1,2,7,3,1,2,1,23,2,2,0,4,1,0,1, ,0,0,0,0,0,1,1,1,0,20,1,2,2,53,0,0,23,2,4,4,2,0,0,1,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,1
2,5,1,2,1,7,3,1,2,1,24,0,1,1,5,1,0,1, ,0,0,0,0,0,1,1,1,0,19,3,2,2,91,1,51,24,1,4,4,4,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,3
7,5,1,1,2,2,8,2,1,2,49,0,0,0,4,8,0,7, ,3,0,0,0,0,1,2,2,0,20,4,2,1,36,1,91,49,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,2,4
3,5,1,2,2,2,3,1,2,1,35,0,1,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,25,12,1,1,91,1,91,35,1,4,4,4,1,1,1,0,0,2,2,1,1,0,1,0,1,1,1,0,8,1,4
2,5,1,1,1,2,2,0,1,2,24,0,2,0,3,1,1,1,1,0,0,0,0,0,1,1,2,1,23,4,2,2,91,1,53,30,2,4,4,2,0,1,1,0,0,3,3,1,1,0,1,0,0,0,1,0,1,0,0
3,5,1,1,1,6,4,2,2,1,28,2,2,2,3,3,0,2, ,1,0,0,0,0,1,1,1,0,24,3,2,2,71,1,91,28,2,2,2,2,0,0,0,0,0,3,3,1,1,0,1,1,1,0,1,1,1,2,3
6,5,1,3,1,2,4,0,1,2,42,0,2,1,5,2,0,2, ,0,0,0,0,0,1,1,2,0,21,4,3,1,1,1,61,48,4,2,4,4,0,1,0,0,0,2,2,1,1,0,1,1,1,1,1,1,1,2,2
4,5,1,3,2,2,5,1,2,1,37,1,2,2,5,4,0,3, ,3,0,0,0,0,1,1,1,0,20,4,1,3,12,1,41,37,1,2,2,2,1,1,0,0,0,2,3,1,1,0,1,0,0,0,1,0,1,0,0
3,5,2,1,2,2,5,2,4,2,62,0,0,0,1,4,0,3, ,3,0,0,0,0,1,1,2,0,15,2,8,3,37,1,77,37,1,4,1,4,1,1,1,0,0,2,2,1,0,0,0,1,0,0,1,0,1,2,0
4,5,2,1,2,2,7,1,2,1,36,1,2,0,1,4,1,4,2,0,0,0,0,0,1,1,1,0,21,5,1,1,91,0,0,36,2,1,1,2,1,1,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,2,0
4,5,2,2,2,2,3,0,1,2,34,0,0,0,1,2,0,2, ,0,0,0,0,0,1,5, , ,25,3, ,3,37,1,91, , , , , ,1,1,1,1,1,1,0,1, ,0,1,1,1,1,0,0,1,2,2
3,5,2,1,2,2,6,3,2,1,31,1,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,20,6,1,2,61,1,61,31,2,2,1,4,0,0,0,0,0,2,2,1,0,0,1,0,1,1,1,0,1,2,1
6,5,1,1,2,6,1,0,1,2,41,0,2,2,3,5,0,5, ,11,0,0,0,0,1,5, , ,14,2, ,8,71,1,53, , , , , ,0,1,0,0,0,0,2,1, ,0,1,1,1,1,1,1,1,1,2
4,5,1,2,3,2,2,0,1,2,34,0,2,0,4,2,0,1, ,0,0,0,0,0,1,3, , ,21,5, ,2,0,1,39, , , , , ,0,1,0,0,0,1,0,1, ,0,1,0,0,0,0,0,1,0,0
3,5,1,3,2,2,6,1,1,2,29,1,2,1,4,2,0,2, ,11,0,0,0,0,1,1,1,0,18,1,2,3,32,1,91,38,1,4,1,4,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,2,1
4,5,1,3,2,6,4,1,2,1,38,1,2,2,5,2,0,2, ,2,0,0,0,0,1,1,1,0,20,2,2,1,72,1,25,38,1,1,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,2
1,5,1,1,2,6,3,1,2,1,21,1,2,2,3,1,0,1, ,0,0,0,0,0,1,1,1,0,19,3,1,2,91,0,0,21,4,4,4,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
3,5,1,1,3,96,4,0,1,2,27,1,0,2,4,6,0,5, ,3,0,0,0,0,1,5, , ,18,3, ,3,28,1,52, , , , , ,0,1,1,0,0,0,0,1, ,0,1,1,1,1,0,1,0,2,1
3,5,2,1,2,96,6,3,2,1,53,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,2,22,4,2,1,61,1,91,53,1,4,1,4,0,0,1,1,0,2,2,1,0,0,1,1,0,1,1,0,0,2,0
2,5,2,1,2,96,3,1,2,1,23,0,1,0,1,1,0,1, ,5,0,0,0,0,1,1,1,0,21,4,1,2,61,1,61,23,1,4,4,2,1,1,1,1,0,2,2,1,0,0,1,1,0,0,1,0,0,1,0
1,5,2,1,2,96,4,2,2,1,22,0,1,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,13,4,1,1,61,0,0,22,4,4,4,4,0,0,1,0,1,2,2,1,1,0,1,0,0,0,1,0,0,2,0
3,5,2,1,1,2,6,2,2,1,36,1,2,2,4,3,0,3, ,11,0,0,0,0,1,1,1,0,16,4,3,1,76,1,61,35,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
4,5,2,2,2,2,3,1,1,2,30,1,2,0,4,3,1,3,1,0,0,0,0,0,1,1,2,1,19,3,3,2,36,1,91,35,1,4,2,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3,5,2,1,2,2,6,2,2,1,27,1,2,0,3,3,0,3, ,8,0,0,0,0,1,1,1,0,21,4,8,2,61,1,61,27,2,4,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,5,2,1,2,2,8,3,2,1,28,0,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,21,5,1,1,92,0,0,28,1,4,1,4,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,2,0
3,5,2,1,2,1,6,2,3,2,45,1,0,0,1,3,1,3,1,0,0,0,0,0,1,5, , ,18,5, ,1,61,1,61, , , , , ,1,1,0,1,0,0,0,1, ,0,1,1,1,0,1,1,0,1,3
5,5,2,2,2,2,6,1,2,1,38,0,2,0,2,4,0,4, ,8,0,0,0,0,1,1,1,0,24,6,3,2,61,1,37,38,2,2,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0
3,5,2,2,2,2,5,3,2,1,33,2,2,0,2,3,0,3, ,3,0,0,0,0,1,1,1,0,19,4,1,1,71,0,0,33,2,4,4,4,1,1,0,0,0,2,0,1,1,0,0,0,1,0,1,0,1,2,0
5,5,2,3,2,2,5,0,1,2,39,0,2,0,4,4,0,4, ,8,0,0,0,0,1,1,2,0,21,4,1,2,36,1,32,46,1,2,1,4,0,1,1,0,0,3,2,1,1,0,0,0,0,0,1,0,1,2,1
5,5,2,1,2,2,13,5,2,1,35,0,1,0,2,7,0,7, ,8,0,0,0,0,1,1,1,0,26,4,2,2,61,0,61,35,2,4,2,7,0,1,1,0,1,2,2,1,1,0,1,1,0,1,1,0,1,2,1
5,5,2,3,2,2,4,2,1,2,35,1,2,0,4,3,0,3, ,0,0,0,0,0,1,1,2,0,27,5,1,3, ,1,25,38,2,2,2,2,1,1,0,0,1,3,3,1,1,0,1,0,1,1,0,0,1,0,0
7,5,2,1,2,2,6,2,1,2,45,2,2,0,3,5,0,5, ,0,0,0,0,0,1,1,2,0,15,4,1,2,37,1,53,47,2,2,2,2,0,1,0,1,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0
7,5,2,2,2,2,4,0,1,2,47,2,2,2,5,5,0,5, ,3,0,0,0,0,1,1,2,0,21,3,2,3,36,1,37,31,4,4,4,4,1,1,1,1,1,3,3,1,1,0,1,1,0,0,1,0,1,2,1
6,5,2,1,2,2,9,1,1,2,40,1,1,1,4,6,0,6, ,11,0,0,0,0,1,1,2,0,14,4,2,1,71,1,51,48,1,4,1,4,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,0,1,0,0
3,5,2,2,1,2,8,2,3,1,90,0,0,0,1,3,1,3,3,0,0,0,0,0,1,5, , ,24,3, ,2,71,1,92, , , , , ,0,1,0,0,0,0,0,1, ,2,1,0,0,0,0,0,1,0,0
2,5,2,1,2,21,3,1,1,2,22,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,2,20,9,2,0,35,0,0,44,4,4,2,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,2,3
2,5,2,0,2,21,5,2,2,1,35,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,1,20,10,2,0,92,1,92,35,1,4,5, ,0, ,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,2,3
2,5,2,0,2,21,6,3,1,2,21,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,2,2,15,9,1,0,88,0,0,28,4,4,4,4,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,2,2
2,5,2,0,4,21,4,2,1,2,24,0,0,0,1,5,0,4, ,0,0,0,0,0,1,3, , ,12,10, ,0,61,1,53, , , , , ,0,1,0,1,1,1,1,1, ,0,0,0,0,0,0,1,1,2,4
